,0,1,2
118,sccst,3199000,3199015
119,sccst,3289500,3289589
120,sccst,3411000,3411010
121,sccst,3522500,3522624
122,sccst,3799500,3799589
123,sccst,3900500,3900566
124,sccst,4030000,4030138
125,sccst,4146000,4146021
126,sccst,4220000,4220103
127,sccst,4346500,4346580
128,sccst,4542500,4542653
129,sccst,5141000,5141030
130,sccst,5288000,5288079
131,sccst,5302000,5302022
132,sccst,5347000,5347015
133,sccst,5374000,5374097
134,sccst,5409000,5409104
135,sccst,5435000,5435184
136,sccst,5454000,5454060
137,sccst,5508000,5508289
138,sccst,5630000,5630026
139,sccst,5796000,5796181
140,sccst,5931000,5931328
141,sccst,6091500,6091532
142,sccst,6199500,6199656
143,sccst,6310500,6310681
144,sccst,6648500,6648670
145,sccst,6895500,6895553
146,sccst,7031500,7031911
147,sccst,7099000,7099137
148,sccst,8120500,8120540
149,sccst,8163000,8163179
150,sccst,8204000,8204306
151,sccst,8519500,8519681
152,sccst,8594500,8594640
153,sccst,8638500,8638592
154,sccst,8650500,8650788
155,sccst,8773500,8773830
156,sccst,8794000,8794267
157,sccst,8805000,8805213
158,sccst,8817500,8817619
159,sccst,8826000,8826206
160,sccst,8880500,8880716
161,sccst,8887500,8887701
162,sccst,8922500,8922827
163,sccst,8935000,8935073
164,sccst,8952500,8952721
165,sccst,8969000,8969090
166,sccst,8985000,8985104
167,sccst,9467000,9467286
168,sccst,9799500,9799545
169,sccst,9816500,9816723
170,sccst,9836000,9836229
171,sccst,9922000,9922238
172,sccst,10441000,10441059
173,sccst,10581000,10581091
174,sccst,10646000,10646009
175,sccst,10701500,10701565
176,sccst,10743500,10743606
177,sccst,10793000,10793083
178,sccst,10904500,10905009
179,sccst,11264500,11264555
180,sccst,11691000,11691093
181,sccst,11703500,11704226
182,sccst,11725500,11725519
183,sccst,11766500,11766618
184,sccst,11886500,11886639
185,sccst,11962000,11962203
186,sccst,11984500,11984882
187,sccst,12015500,12015837
188,sccst,12026000,12026584
189,sccst,12035500,12035667
190,sccst,12053000,12053189
191,sccst,12105000,12105033
192,sccst,12138500,12139519
193,sccst,12154000,12154107
194,sccst,12174000,12174318
195,sccst,12185500,12185520
196,sccst,12261000,12261150
197,sccst,12280500,12280586
198,sccst,12307500,12308290
199,sccst,12318000,12318086
200,sccst,12337500,12337675
201,sccst,12380500,12380566
202,sccst,12388500,12388805
203,sccst,12400000,12400035
204,sccst,12409500,12409611
205,sccst,12420000,12420236
206,sccst,12428500,12429354
207,sccst,12437500,12437727
208,sccst,12450500,12450512
209,sccst,12457500,12457505
210,sccst,12468000,12468058
211,sccst,12506000,12506165
212,sccst,13015500,13017012
213,sccst,13033000,13033034
214,sccst,13627000,13627020
215,sccst,13699500,13699679
216,sccst,13792000,13792036
217,sccst,13799500,13799561
218,sccst,14123000,14123022
219,sccst,14194500,14194616
220,sccst,14471000,14471150
221,sccst,14481500,14481568
222,sccst,14597500,14597751
223,sccst,14604000,14604023
224,sccst,14662500,14662686
225,sccst,14719500,14720060
226,sccst,14795000,14795200
227,sccst,14809500,14809606
228,sccst,14820000,14820126
229,sccst,14833000,14833156
230,sccst,17455000,17455023
231,sccst,17474500,17474841
