,0,1,2
162,sccst,18393000,18393049
163,sccst,18420000,18420201
164,sccst,18455500,18455517
165,sccst,18464500,18464568
166,sccst,18483000,18483022
167,sccst,18503000,18503036
168,sccst,18526000,18526120
169,sccst,18556000,18556051
170,sccst,18594000,18594028
171,sccst,18669000,18669124
172,sccst,18700000,18700068
173,sccst,18851000,18851102
174,sccst,19120500,19120573
175,sccst,19143000,19143062
176,sccst,19257000,19257046
177,sccst,19275500,19275602
178,sccst,19329000,19329082
179,sccst,19410500,19410574
180,sccst,19769500,19769573
181,sccst,19823000,19823090
182,sccst,19870000,19870243
183,sccst,19881500,19881577
184,sccst,20038000,20038072
185,sccst,20065500,20065640
186,sccst,20198500,20198572
187,sccst,20509500,20509574
188,sccst,20561500,20561636
189,sccst,20570000,20570122
190,sccst,20614000,20614047
191,sccst,20642000,20642135
192,sccst,20677000,20677165
193,sccst,397000,397066
194,sccst,909000,909103
195,sccst,970000,970283
196,sccst,999500,999601
197,sccst,1093000,1093113
198,sccst,1133000,1133024
199,sccst,1818500,1818571
200,sccst,2270500,2270591
201,sccst,3094500,3094573
202,sccst,3190000,3190068
203,sccst,3387000,3387175
204,sccst,4427500,4427506
205,sccst,4442000,4442014
206,sccst,5179500,5179525
207,sccst,5470500,5470590
208,sccst,5595500,5595577
209,sccst,5967000,5967208
210,sccst,6744500,6744559
211,sccst,6789500,6789594
212,sccst,7016000,7016048
213,sccst,7278000,7278125
214,sccst,7417000,7417122
215,sccst,7516500,7516574
216,sccst,7558000,7558139
217,sccst,7647000,7647074
218,sccst,7961000,7961195
219,sccst,8117000,8117142
220,sccst,8540000,8540132
221,sccst,8553000,8553092
222,sccst,8624000,8624061
223,sccst,8637000,8637087
224,sccst,8694500,8694593
225,sccst,8802000,8802126
226,sccst,9285500,9285950
227,sccst,9297000,9297001
228,sccst,10374000,10374079
229,sccst,10442000,10442104
230,sccst,10515000,10515041
231,sccst,11478000,11478131
232,sccst,11688500,11688700
233,sccst,11743500,11743726
234,sccst,11846500,11846557
235,sccst,11896000,11896115
236,sccst,13076000,13076099
237,sccst,13262500,13262737
238,sccst,13429000,13429004
239,sccst,13550500,13550537
240,sccst,13600500,13600567
241,sccst,14358500,14358596
242,sccst,14521000,14521152
243,sccst,14631500,14631688
244,sccst,14699000,14699210
245,sccst,15253000,15253559
246,sccst,15265000,15265205
247,sccst,15349000,15349056
248,sccst,15478000,15478214
249,sccst,15535000,15535032
250,sccst,15553000,15553166
251,sccst,15592500,15592563
252,sccst,16055500,16055705
253,sccst,17384500,17384549
254,sccst,17446500,17446581
255,sccst,17548500,17548626
256,sccst,17779500,17779674
257,sccst,17890500,17890515
258,sccst,18034000,18034078
259,sccst,18122500,18122746
260,sccst,18236000,18236044
261,sccst,18264500,18264710
262,sccst,18316000,18316166
263,sccst,18459500,18459610
264,sccst,18490500,18490548
265,sccst,18512000,18512044
266,sccst,18922000,18922153
267,sccst,19093500,19093583
268,sccst,19138000,19138119
269,sccst,19315500,19315560
270,sccst,19335000,19335115
271,sccst,19364000,19364061
272,sccst,19647000,19647050
273,sccst,20282500,20282583
274,sccst,20383000,20383137
